uid,region,severity,abundance
hgng,midwest,3,409.623
hgoq,midwest,1,5.943703203
hgpv,midwest,2,63.0
hgqb,west,4,3348.5
hgqg,west,4,2569.1435
hgqo,midwest,1,0.343556877
hgra,south,1,11.981
hgrv,south,2,99.811
hgrx,south,3,163.473
hgsk,northeast,2,72.91983696
hgwk,south,1,1.245
hgxz,south,1,1.694
hgzl,midwest,3,187.866
hgzu,midwest,4,2234.54
hhag,northeast,2,36.267
hhax,northeast,1,2.231510417
hhcf,midwest,1,0.28149889
hhdh,south,4,1015.869
hhdi,south,1,9.958
hhfq,west,4,7220.0
hhgq,west,4,5215.0
hhhj,south,2,69.709
hhhx,northeast,3,437.333
hhim,northeast,3,134.3809811
hhiq,midwest,1,5.355
hhir,south,1,18.69
hhku,northeast,2,65.7072
hhlw,south,2,32.096
hhma,west,4,3477.707
hhon,west,4,1510.781
hhre,south,1,0.447
hhsx,west,4,3500.5025
hhsy,midwest,3,827.505
hhuz,west,4,1278.0
hhxo,midwest,1,0.195615491
hhxx,south,1,12.397
hhye,south,1,0.242
hhyk,midwest,1,0.775682603
hhys,south,3,247.704
hhze,midwest,3,722.358
hhzm,midwest,1,10.395
hidv,west,1,0.91
hiid,west,4,6980.0
hijy,west,4,4036.25
hilb,west,4,4640.2775
himd,midwest,2,26.32011232
himo,south,1,3.873
hims,south,1,1.017
himz,northeast,3,125.029703
hink,west,4,6857.5
hiom,midwest,3,543.656
hipq,south,2,51.637
hipx,west,4,7660.0
hiqg,south,1,5.925
hite,west,4,4960.0
hiva,south,1,1.402
hivk,west,4,6086.1635
hiwg,south,3,544.605
hiwv,midwest,3,362.183
hizi,south,1,3.068
hjaw,south,3,315.144
hjbs,west,4,5602.5
hjbw,south,1,5.281
hjcj,west,4,4380.75
hjck,south,1,0.462
hjdw,west,4,6910.0
hjfj,south,1,7.407
hjft,northeast,2,70.8
hjgq,south,1,4.212
hjhn,south,1,2.106
hjmz,northeast,2,41.067
hjnx,midwest,2,20.475
hjoz,south,1,15.154
hjpe,west,4,2692.5
hjsj,west,4,5255.0
hjso,south,1,0.073
hjtp,west,4,7880.495
hjts,west,4,6551.843
hjtt,midwest,3,133.56
hjtw,northeast,3,145.7352
hjud,south,1,2.63
hjuf,northeast,1,13.7548
hjvz,northeast,1,18.6
hjxr,west,4,6917.5
hjyi,south,1,2.905
hjyn,west,4,4450.0
hjzj,south,2,25.234
hjzs,midwest,2,34.02
hkau,west,4,5485.0
hkce,south,4,1373.855
hkdb,south,1,2.033
hken,west,4,2755.18675
hkff,northeast,1,0.0
hkge,south,1,5.784
hkgg,south,1,3.389
hkhg,midwest,2,70.875
hkhk,midwest,1,1.258302789
hkiq,south,2,21.646
hkjj,south,1,1.936
hkjm,south,1,5.519
hkms,west,4,5202.5
hkmu,south,1,4.647
hkoj,northeast,1,16.0
hkok,south,1,3.55
hkoo,northeast,1,17.6904
hkuc,northeast,1,0.0
hkuz,west,4,6852.5
hkvq,south,1,1.291
hkvs,south,2,31.769
hkxq,midwest,2,75.159
hkzw,west,1,0.64
hlad,south,1,2.715
hlav,south,2,34.966
hlbp,midwest,1,1.287248485
hlcy,south,1,0.581
hleo,northeast,3,132.3972
hlfs,west,4,2989.5
hlgu,midwest,1,0.462090164
hljg,northeast,1,12.667
hlkp,west,3,152.246
hlky,west,4,7832.5
hlmf,midwest,1,0.209410514
hlmh,northeast,1,12.467
hloe,south,4,4134.202
hlpo,south,2,56.976
hlpu,west,4,4682.5
hlro,south,2,49.88
hlsf,south,1,7.305
hlsk,west,4,1435.8815
hltf,south,1,2.087
hlth,south,1,1.245
hltp,northeast,1,3.537254902
hltx,south,3,197.51
hluv,northeast,4,1194.667
hlwe,south,1,17.097
hlxi,south,1,9.295
hlzk,south,1,1.21
hmay,northeast,2,32.8
hmbh,south,2,73.813
hmcg,south,2,23.672
hmdu,midwest,2,76.397
hmdw,south,1,10.973
hmhd,south,3,469.6
hmhf,northeast,2,59.72
hmii,west,4,7447.5
hmiz,midwest,1,4.0780032
hmje,northeast,3,142.065
hmkw,midwest,1,0.462373002
hmly,south,1,4.915
hmnn,midwest,2,45.675
hmpg,south,2,76.763
hmpr,midwest,2,49.384
hmqq,west,4,6537.5
hmqr,south,2,35.944
hmrx,west,4,6667.5
hmue,south,1,4.225
hmui,south,1,9.249
hmvr,west,2,59.96210709
hmwe,south,1,3.506
hmwm,west,4,1178.618
hmxg,south,2,24.689
hmyh,west,4,8637.5
hnam,west,4,6043.829
hnbl,midwest,1,8.82
hnbp,northeast,1,13.17070863
hndl,midwest,1,0.828862439
hndo,west,1,1.6
hnhx,south,1,1.584
hnij,south,2,82.719
hniy,south,2,73.26
hnjj,south,1,3.873
hnju,south,1,2.759
hnlk,west,4,1507.5245
hnln,midwest,3,384.128
hnnb,west,4,4532.5
hnnf,west,4,4356.962
hnnn,west,4,2126.2595
hnob,south,1,6.777
hnov,midwest,1,6.615
hnpf,south,1,3.778
hntf,south,3,303.163
hnxe,west,3,931.124
hnyh,midwest,1,3.358
hobs,midwest,1,0.090772592
hobv,south,1,0.312999994
hocv,south,1,1.565
hodh,south,1,0.073
hodu,west,4,2591.939
hoej,south,1,0.29
hofe,south,1,14.523
hofq,west,4,5825.0
hoib,west,4,5337.5
hojf,south,1,5.809
hokw,midwest,3,333.585
honh,south,3,943.018
hoog,south,2,24.761
hoon,west,4,1395.5
hopx,south,1,7.334
hoqd,midwest,3,127.575
hoqy,south,1,0.399
hosg,south,1,6.281
hosz,south,1,0.798
hotk,south,1,5.017
houk,south,1,10.892
hovq,south,1,13.774
hovw,west,4,5347.5
howt,south,3,154.668
howu,west,4,5275.0
howw,west,4,3687.5
hoxk,midwest,3,156.208
hoxu,midwest,4,1414.35
hoxv,south,1,2.469
hpav,south,1,7.513
hpci,midwest,3,922.5
hpdc,midwest,3,197.19
hpdo,south,3,798.39
hpha,south,1,2.178
hphl,west,2,37.8
hphx,west,3,165.63
hpkb,west,4,6247.5
hpkv,northeast,1,8.023848889
hplw,west,4,6605.0
hplx,south,1,19.751
hpnl,northeast,2,89.26041667
hpoi,northeast,1,0.406715745
hppc,northeast,1,10.2
hppe,south,2,67.934
hpqa,south,1,0.073
hpsg,south,2,70.193
hptt,midwest,1,1.017465868
hpvi,west,4,6320.0
hpwg,midwest,3,314.685
hpzr,northeast,1,10.9512
hqaa,south,1,6.68
hqad,midwest,2,52.25615873
hqag,west,4,5045.0
hqbe,northeast,3,142.6
hqcg,south,1,2.033
hqcs,midwest,4,6016.5
hqdk,midwest,2,49.064
hqgb,west,1,0.042779149
hqhd,south,2,51.992
hqho,south,1,1.089
hqio,west,4,2749.59333
hqkr,south,3,128.563
hqla,west,4,3259.5215
hqqd,south,1,6.414
hqsr,south,1,10.456
hqub,west,4,1937.799998
hqvm,midwest,4,1593.9
hqvz,west,4,5742.5
hqwe,south,2,20.332
hqyp,south,2,34.051
hqzk,south,1,0.726
hqzr,northeast,1,0.490217391
hrab,west,4,4950.0
hrdv,south,3,139.782
hres,south,1,3.873
hrfb,west,4,7085.0
hrfr,northeast,1,1.4742
hrgr,south,4,3950.196
hrhp,south,3,217.842
hrie,northeast,1,0.589542484
hrjd,midwest,1,0.162230216
hrll,south,1,1.271
hrmi,west,4,3750.0
hrok,south,2,70.437
hrpl,west,4,3958.25
hrqm,south,1,6.898
hrri,west,4,5407.5
hrsf,south,1,5.192
hruk,west,4,5799.5915
hrvz,northeast,1,19.5858
hrxm,northeast,1,3.2
hrxr,northeast,1,0.063521127
hrzq,south,3,111.971
hrzz,northeast,3,409.5666667
hsaq,west,1,7.738
hsau,west,4,2546.348
hsbj,south,3,272.786
hsbk,west,4,3871.7435
hsdy,south,2,20.536
hshd,south,1,0.005369048
hshh,south,1,6.601
hsir,south,1,7.185
hsja,west,4,3174.8525
hsjx,west,4,1191.644
hske,south,1,1.252
hskv,midwest,4,1121.4
hsls,south,1,2.773
hsng,south,1,0.472
hspc,south,2,31.514
hsqc,south,1,0.145
hsrp,west,4,8432.5
hsrt,south,3,135.546
hsse,west,4,7452.5
hsuo,northeast,1,0.011388889
hsvg,south,1,14.634
hsvr,west,3,860.25
hswn,midwest,1,6.201604726
hswp,midwest,3,324.829
hszm,west,1,4.917495341
hszn,midwest,3,393.75
htad,south,1,11.687
htek,south,2,34.855
htgg,west,4,5677.5
hthh,northeast,3,446.4
hthq,west,4,1295.0
hthu,midwest,1,2.964944972
htia,south,2,20.521
htjr,west,4,2539.1465
htkm,south,1,0.83
htlg,south,3,748.408
htne,northeast,2,59.5998
htnz,west,4,6687.5
htoo,south,1,2.582
htou,midwest,2,34.35969072
htqi,south,1,2.656
htse,south,1,1.963
htsf,south,1,4.753
httd,midwest,3,810.495
httr,west,4,3243.239
htts,south,3,145.633
htvi,south,4,1415.008
htya,west,4,6397.5
htzk,midwest,3,330.366
htzl,south,2,34.24949541
hubl,south,2,24.58
hubn,south,1,2.697
huch,south,1,0.459
hucw,south,1,1.089
hudp,south,1,0.436
hudt,northeast,1,2.9484
huef,west,4,5970.0
hufd,south,1,19.279
hufe,west,4,1855.0
hufj,south,1,15.64
hugo,south,1,1.234
huhh,northeast,1,0.049834254
huhs,south,2,50.7072
huin,northeast,1,1.136592742
huja,south,3,176.694
hujv,south,1,1.32
hukk,midwest,1,5.985
hunc,midwest,3,241.92
hunf,west,3,374.62457
hupf,midwest,2,26.247
huqb,west,4,6300.0
huqx,south,1,6.717
husd,midwest,1,17.363
huvo,west,4,1390.0
huvv,midwest,3,617.715
huwq,south,3,190.65
huxw,northeast,3,174.467
huyz,south,1,3.005
hvaa,west,4,5157.5
hvaq,south,2,31.514
hvas,south,1,0.563
hvbh,west,4,3464.681
hvbn,south,1,17.818
hvbv,northeast,3,118.1466
hvci,south,2,50.089
hvdj,west,4,6538.817
hvdr,south,1,2.681
hvdw,midwest,1,1.575
hvea,south,1,1.66
hvef,south,1,0.29
hveo,west,2,22.69671513
hvfn,west,4,8254.9925
hvgm,south,2,57.289
hvgs,west,4,1728.9665
hvia,west,4,8882.5
hvic,midwest,3,184.193
hvjh,south,1,16.5
hvjw,west,3,843.1985
hvjx,west,4,6025.0
hvlo,west,4,8555.0
hvnb,south,1,4.357
hvnr,south,3,266.856
hvop,west,4,2435.627
hvro,west,4,5402.2985
hvth,northeast,1,9.477
hvui,south,2,75.518
hvus,south,2,27.312
hvuu,west,4,2911.076
hvwv,northeast,3,118.467
hvxo,midwest,1,6.536231884
hvxr,south,1,10.103
hvxz,northeast,2,24.67142857
hvye,south,1,9.263
hvzp,south,1,5.379
hwck,midwest,3,171.36
hwdq,south,2,66.805
hwdx,south,1,5.809
hwjf,west,4,4972.4405
hwjs,midwest,1,0.544
hwks,south,1,0.654
hwli,west,4,1051.6145
hwlr,south,2,93.916
hwly,west,4,8697.5
hwmi,south,1,3.536
hwmm,south,3,162.111
hwmo,south,2,48.409
hwmp,west,4,6417.5
hwqb,south,1,1.743
hwqs,south,1,2.287
hwqx,west,4,4750.0
hwqz,south,1,4.101
hwrq,south,1,19.208
hwul,northeast,2,46.667
hwuz,midwest,1,0.596560847
hwwk,south,1,4.357
hwxa,midwest,3,134.171
hwxo,west,3,473.10675
hxap,midwest,3,497.1
hxau,south,1,12.586
hxdk,south,1,6.913
hxfe,south,2,41.39
hxkv,south,1,0.678
hxnr,west,4,5377.5
hxnz,northeast,3,290.0
hxpa,west,4,1372.67
hxpj,south,1,1.315
hxqu,south,1,4.28
hxrb,south,1,0.152
hxuk,midwest,1,5.378033473
hxus,south,1,2.541
hxvb,west,4,5717.5
hxwz,west,4,5585.0
hxxe,south,1,15.975
hxxx,south,1,1.716
hxzh,west,4,2090.92
hxzl,south,2,28.926
hyag,west,4,1520.75
hydu,south,1,3.536
hydz,west,4,7820.0
hyfi,midwest,4,1631.054
hyfl,south,2,39.212
hyge,west,4,1955.139915
hyhz,northeast,2,36.86925
hyjf,west,4,1817.0
hyjx,south,2,20.622
hykt,midwest,2,20.764
hylk,west,3,702.25
hyma,south,1,0.799
hynm,south,1,1.452
hyno,south,1,1.614
hyoq,south,2,53.734
hypo,south,1,5.622
hysl,south,3,498.396
hytc,south,1,0.334074074
hyts,west,4,1270.8265
hyuq,south,3,100.57
hyvd,south,1,6.608
hyvj,west,1,1.46889466
hyvs,south,1,6.703
hyvy,west,4,5577.5
hywv,midwest,1,13.818
hyxh,northeast,1,8.424
hyxn,midwest,2,23.80277778
hyxp,south,1,0.782
hyzc,west,4,1060.75
hyzg,south,2,50.83
hyzq,south,1,16.701
hzby,northeast,1,4.5945625
hzbz,northeast,3,308.0
hzca,northeast,1,13.2619877
hzdu,south,2,91.494
hzfs,west,4,2759.75
hzgq,midwest,3,484.754
hzjt,south,1,18.396
hzla,west,4,1777.814
hzlb,midwest,3,286.861
hzlq,south,1,5.126
hzlu,west,3,956.75
hzmm,midwest,2,96.362
hzon,south,1,1.936
hzou,south,2,22.22
hzqf,south,1,1.113
hzqi,northeast,1,0.116199678
hzqy,south,1,14.523
hzrk,midwest,1,2.828723051
hzrq,northeast,4,3415.333
hzsc,west,4,3001.25
hzsx,midwest,3,167.9
hztw,northeast,1,16.60242837
hztz,south,1,2.796
hzun,south,2,89.315
hzvy,south,1,0.145
iaah,west,4,1140.75
iaed,south,1,0.83
iafu,south,3,926.642
iahc,south,1,2.905
iahs,northeast,3,148.0
iajb,midwest,1,5.04
iajq,midwest,1,7.875
iakk,midwest,2,35.91
ialf,south,3,106.846
ialm,west,4,3400.0
iama,west,4,5519.5325
iaon,midwest,4,1215.9
iapn,south,1,4.149
iapo,south,3,175.9700012
iapr,west,4,6865.0
iaql,northeast,3,118.1665
iarc,south,1,3.978
iaro,south,1,0.581
iate,south,3,389.695
iati,west,4,8692.5
iauo,south,1,1.252
iauu,south,3,162.655
iavh,south,1,8.45
iazj,west,4,8112.5
iazo,midwest,1,5.481
ibfa,south,3,315.435
ibfe,west,4,5617.5
ibjk,west,4,2188.133
ibnb,northeast,2,43.5942
ibog,west,4,2925.0
iboi,south,2,51.96
iboz,northeast,1,0.265294118
ibpu,south,1,1.089
ibpv,south,1,3.994
ibqy,northeast,1,5.792618182
ibsa,south,2,59.253
ibty,south,1,0.436
ibur,west,4,1082.625
ibvf,south,1,0.762
ibxk,midwest,1,0.789902479
ibxm,south,2,45.813
ibyf,northeast,3,131.635625
ibyz,south,1,6.172
icag,south,3,105.145
icar,midwest,1,0.4295967
icbd,south,1,4.841
icep,south,2,70.678
icex,south,1,2.541
icgk,south,1,15.975
icgp,south,2,35.709
icgx,south,2,43.995
ichp,south,1,1.234
icii,midwest,2,48.195
ickw,south,1,1.32
iclh,west,4,2256.5195
iclm,south,1,0.968
icoy,south,2,66.26
icpe,midwest,3,476.6
icqm,south,1,1.252
icqn,south,1,11.618
icqs,west,4,1523.807
icrq,northeast,1,1.333
ictc,midwest,1,3.816153846
icwr,south,2,23.89
icye,west,4,1986.23
icyw,midwest,1,8.883
iczf,west,4,2943.25
iczg,south,1,0.871
iczr,south,3,472.474
idar,south,1,1.162
idbo,midwest,3,282.87
iddp,west,4,2871.998
idgm,south,1,9.295
idgz,midwest,1,1.403111111
idhh,west,4,2895.5
idjf,south,1,14.721
idoe,south,1,1.693
idqb,south,3,233.817
idrd,northeast,1,0.6318
idrt,south,2,35.581
idtb,south,3,372.751
idtj,south,3,161.203
idul,west,4,2171.8505
idum,midwest,3,353.06
iduu,south,1,1.66
idvn,south,3,130.463
idwa,south,1,9.278
idwe,midwest,4,1097.145
idwu,south,2,29.772
idwy,south,1,2.106
idxu,south,1,6.777
idyr,south,1,0.726
ieaz,midwest,3,835.239
iebe,west,2,42.0412
iebx,south,2,21.494
iedz,west,2,98.003
iefg,south,1,1.117
iegi,south,2,59.1
iegk,south,2,34.855
iegy,south,3,389.695
ieha,midwest,1,0.226330529
iehx,west,4,6082.5
ieid,midwest,2,77.983
iejd,west,1,0.214064365
iekv,south,1,2.641
iemh,south,1,17.427
iemk,south,1,0.176
ieof,midwest,1,6.81683908
iepb,south,3,327.299
iepg,south,1,11.618
ieqe,south,1,16.39
ieql,midwest,1,1.44140998
ieqt,south,3,136.514
ieqw,northeast,1,1.1275
ieqy,northeast,1,0.0
ierv,south,1,0.508
ieth,south,1,2.234
iety,midwest,3,721.35
iewx,midwest,1,14.05289855
iexl,south,1,14.341
iexm,northeast,1,0.0
iezb,west,4,4862.5
ifab,northeast,3,105.7212
ifbo,west,4,3660.071
ifct,south,1,5.792
ifeh,west,4,6895.0
ifel,west,4,7165.0
ifeo,midwest,1,16.38
ifgj,south,1,0.073
ifhl,midwest,1,2.943666667
ifjg,south,2,42.45
iflz,south,3,155.394
ifme,south,1,8.436247666
ifmg,northeast,2,35.333
ifmw,south,1,3.444
ifmz,south,1,0.095032143
ifnv,northeast,1,1.03440367
ifqd,south,3,132.157
ifqo,south,3,284.647
ifqp,south,4,1444.56
ifqq,midwest,1,1.760094343
ifqv,west,4,1058.1275
iftp,south,3,464.002
ifvh,south,1,7.189
ifwa,south,1,1.089
ifwc,midwest,3,100.8
ifwi,west,4,5052.5
ifxt,midwest,3,445.498
ifxv,south,1,0.701
igah,south,2,52.282
igat,south,1,3.97
igcf,west,4,4762.5
igcz,west,4,6517.5
igde,south,1,1.291
igdn,northeast,1,3.533
igds,west,4,6535.0
igef,midwest,2,44.867
igeq,midwest,1,0.035
igfb,west,4,1784.327
igfh,west,4,4997.5
iggn,south,1,1.743
igio,west,4,5297.5
igit,south,2,82.054
igiv,west,4,6630.0
igkg,south,2,91.203
igkh,south,1,12.264
igkn,west,4,6060.1115
iglw,midwest,3,269.027
igna,midwest,3,398.756
ignc,south,1,1.21
igpi,west,3,253.772
igps,midwest,1,7.046018699
igqc,northeast,1,18.954
igqu,south,1,0.161
igrz,south,2,92.3
igsc,midwest,2,63.482
igsp,south,2,39.212
igtb,south,1,1.234
igti,midwest,3,306.18
igvd,south,1,5.809
igvn,northeast,1,0.107380952
igvs,midwest,2,26.444
igzh,west,4,1058.1275
igzn,midwest,3,350.584
ihbh,south,1,15.152
ihch,west,4,3630.7625
ihea,west,4,6692.5
iher,south,1,0.323
ihha,south,1,2.641
ihho,midwest,2,49.43847875
ihht,northeast,1,10.133
ihhz,south,2,56.639
ihic,west,4,1139.54
ihjb,south,2,79.875
ihka,south,1,0.726
ihmu,south,2,51.193
ihnh,south,1,9.392
ihrx,midwest,1,4.934166088
ihtx,midwest,4,1015.875
ihui,south,3,136.825
ihwj,west,4,5550.0
ihxf,west,4,2265.0
ihxs,west,4,4997.5
iiba,west,4,7398.533
iiby,northeast,2,69.557
iidg,west,4,2352.773333
iier,west,4,1239.75
iigd,south,1,2.178
iijf,west,4,4222.5
iijg,south,1,7.893
iijv,south,1,0.626
iila,south,1,4.357
iilt,west,2,80.235
iing,south,3,460.856
iinq,midwest,3,486.296
iiol,northeast,3,316.0
iips,west,4,4444.8875
iipw,west,4,1954.25
iirq,south,1,0.363
iisb,midwest,3,359.1
iith,west,4,9412.5
iiun,northeast,2,35.821
iivs,south,1,0.124648241
iiwr,south,1,8.472
iixs,northeast,1,0.243345324
iiyi,south,2,24.205
iizl,northeast,2,27.333
iizs,south,3,218.084
ijdu,west,4,6626.7425
ijfa,northeast,1,0.0
ijfh,south,1,2.905
ijgk,west,4,3752.5
ijhm,south,1,2.905
ijhy,south,1,0.944
ijjn,south,1,5.7
ijkf,south,1,0.968
ijku,south,3,394.63
ijlb,south,2,58.817
ijlh,west,4,6427.5
ijlj,northeast,1,7.95427251
ijmk,south,2,53.25
ijod,south,1,9.077
ijpo,south,1,5.394
ijtc,west,4,3884.7695
ijvc,west,4,1916.125
ijxi,west,4,5365.0
ijyc,northeast,1,6.5286
ijzx,west,4,6477.5
ikak,south,1,3.776
ikcx,south,1,0.179
ikdj,south,1,4.841
ikej,west,4,5270.0
ikfx,south,2,43.568
ikgh,south,1,2.282
ikhd,west,4,2070.899
ikin,west,4,1142.7965
ikjx,west,4,1912.5
ikkz,west,4,4926.8495
iklj,west,4,4601.1995
ikmw,northeast,3,197.6576531
ikpj,south,1,1.452
ikpk,south,3,192.842
ikpm,south,1,5.446
ikqh,south,3,158.298
ikqs,south,1,10.373
ikrr,midwest,3,116.722
iksi,west,4,6405.0
iksz,south,1,2.178
iktx,south,1,4.066
ikuj,south,2,86.411
ikxx,south,2,33.886
ikyc,south,1,6.036
ikzu,south,1,0.519
ilbh,west,4,1242.0
ilcl,south,1,10.844
ilcp,northeast,1,0.091111111
ilcu,west,4,5249.243
ildd,south,1,7.263
ileu,south,2,72.614
ilfb,northeast,4,2946.667
ilgz,northeast,2,21.59501366
ilhn,south,1,0.726
ilku,midwest,2,67.788
illn,west,1,0.2
ilnk,northeast,1,14.3208
ilnr,midwest,1,0.352583001
iloi,midwest,3,100.93
ilon,northeast,1,1.267
ilqp,west,1,0.718689702
ilth,south,1,0.625
ilua,northeast,2,71.08057171
ilub,south,1,1.549
iluo,south,1,11.527
ilvd,south,1,0.162
ilve,south,2,65.742
ilvg,south,1,14.401
ilvp,west,4,2913.25
ilwk,south,1,7.443
ilwl,west,2,20.0784
ilwv,midwest,3,214.472
ilxh,south,2,30.833
ilyp,west,4,5020.0
ilze,south,1,4.357
ilzw,south,1,2.324
imas,west,4,3184.622
imbi,south,3,440.524
imbj,south,1,3.631
imbl,south,1,0.171
imbq,northeast,2,26.11906475
imgg,south,2,88.105
imgk,south,1,12.284
imjz,south,2,36.512
imka,south,1,1.196
imlf,midwest,1,0.948
imlm,south,3,434.715
imlp,south,1,4.357
immu,south,2,46.473
impr,south,1,0.726
imsg,south,1,1.089
imsl,west,4,5572.5
imsq,northeast,2,38.0
imtl,west,4,6995.0
imwi,midwest,1,1.439972881
imww,south,2,71.162
imxp,south,1,2.396
indd,west,4,5300.0
inhj,northeast,2,41.5835396
inhy,south,4,1118.254
injl,northeast,2,72.733
injy,south,1,8.714
inkc,northeast,1,5.905952381
inkz,south,1,15.975
inmm,south,1,0.29
inmz,midwest,2,45.564
innp,west,4,5610.7145
inoi,south,2,96.80000305
inoj,northeast,2,26.7462
inps,west,4,6352.5
inqd,west,4,2201.159
inqq,south,1,0.11
inqr,west,4,2604.965
inqw,south,4,2073.369
insq,south,1,2.832
insw,west,4,5537.5
insz,west,4,3875.0
inuc,west,4,2665.0
inuz,west,4,3012.0275
inwm,west,4,3917.5
inyc,south,1,2.773
inyk,south,1,0.327
inyq,south,1,17.427
inze,south,1,17.60000038
inzi,south,1,5.635
ioao,west,4,5920.082
ioav,west,4,3311.6255
iobk,south,1,17.691
iodo,midwest,4,1764.0
iogf,west,4,5577.5
iogr,west,1,16.229
ioic,south,1,6.874
iojl,west,4,4607.5
iokg,northeast,4,1245.933
iokk,midwest,3,120.645
ioku,midwest,1,0.177275402
ioky,south,1,7.116
iolb,south,1,0.726
iolv,south,3,130.9000001
ioma,northeast,2,34.5384
iome,south,1,4.03
ionk,south,1,15.027
ions,south,1,2.723
iooh,south,1,13.774
iooj,midwest,1,2.121161634
iopk,south,2,33.886
iopw,west,4,6342.5
iork,midwest,2,57.14564347
iorz,south,1,0.29
iost,northeast,1,11.52555556
ioto,south,3,275.933
ioug,south,1,1.561
iouy,west,4,5731.205
ioxx,south,1,0.254
ioyi,south,3,169.488
ioyy,northeast,1,0.0
iozg,south,1,14.523
iozm,south,1,1.894
iozn,west,4,4950.0
ipbl,south,3,104.887
ipck,west,4,1957.5
ipdd,south,3,203.872
ipdi,south,2,59.543
ipdu,west,4,6636.512
ipfk,west,4,6782.5
ipfu,south,2,20.607
ipfz,south,2,47.529
ipgy,south,1,3.195
iphn,midwest,2,44.79705916
ipho,west,4,8462.5
ipia,south,2,27.714
ipkw,west,4,7705.0
iplu,south,2,21.3
ipmt,west,4,6652.5
ipnk,south,1,3.442
ippe,south,1,19.848
ippq,south,3,130.06
iprf,midwest,1,0.109167585
ipri,south,1,12.344
ipsj,west,3,934.3805
ipsl,south,2,58.817
iptu,south,2,88.105
iptw,midwest,2,40.95
ipuq,south,3,190.73
ipwa,northeast,3,140.4
ipwh,west,3,825.75
ipwk,south,2,29.046
ipwx,west,4,1960.178
ipxv,south,3,420.434
ipyt,south,1,13.071
ipyx,northeast,1,1.439233676
ipze,northeast,1,0.018698176
iqbh,midwest,1,0.617725418
iqbp,west,4,5324.1425
iqcj,south,1,6.172
iqdj,south,2,98.755
iqee,west,4,7195.0
iqfb,west,4,3419.09
iqgc,south,2,38.558
iqgv,northeast,2,21.1933
iqhc,south,1,16.943
iqia,midwest,3,177.03
iqiu,south,3,244.8161838
iqkf,west,4,2891.537
iqkg,midwest,3,184.463
iqls,west,4,7055.0
iqpo,south,3,508.297
iqrd,west,4,7597.5
iqrl,west,4,5947.5
iqrn,south,1,10.238
iqrp,south,3,141.053
iqsa,south,1,0.986
iqss,northeast,2,53.50887605
iqtf,west,4,4797.5
iqur,south,1,3.485
iquw,south,1,2.541
iqvo,south,1,6.224
iqwz,south,2,21.784
iqxu,west,4,7345.0
iqyd,south,1,0.342
iqyo,south,1,9.198
iqyv,south,1,16.8
irab,south,2,33.0
irag,midwest,3,158.907
irao,south,1,4.212
irat,west,4,8030.0
irbm,west,3,821.9266665
irdx,south,1,14.523
iren,west,4,5450.0
irex,west,4,5105.0
irfe,midwest,3,600.62
irgf,west,4,3570.0
irgn,northeast,3,544.7665
irgv,west,4,7010.0
iriz,west,4,7864.2125
irjc,south,1,3.757
irkg,south,1,1.525
irqa,south,3,145.2000027
irqz,south,1,15.653
irsw,south,1,0.342
irtl,south,3,205.2
irut,south,2,21.3
irvd,south,1,10.892
irwi,south,2,49.135
iryk,midwest,3,681.713
irzb,west,4,3259.5215
irzf,south,1,0.581
irzu,south,1,3.776
isap,south,1,0.187999994
isbv,south,1,2.905
iscg,south,2,24.689
iscw,south,1,2.130000114
isdf,west,4,1678.0
isdu,west,4,1804.25
iseg,south,3,167.647
isfa,northeast,2,38.3292
isgn,west,4,1605.2195
isgv,south,1,7.261
ishq,south,3,134.917
ishx,south,2,63.537
isit,south,1,4.066
isiz,west,4,5287.5
iskw,south,1,6.939
isne,west,4,2507.5
isop,west,4,6870.0
ispy,south,1,3.896
isqi,west,4,4168.085
isrc,west,4,7507.5
issb,south,2,67.349
isse,west,4,6732.5
istp,midwest,1,0.400337024
isvk,west,4,2428.51325
isvt,northeast,3,143.067
iswd,south,2,20.036
iswm,northeast,3,100.933
isxd,south,1,0.137
isxi,south,1,0.508
isxw,south,3,245.013
isya,south,1,1.452
isyn,south,1,3.351
isyp,south,1,12.49
itac,south,1,6.865
itfk,south,1,9.549
itfy,south,1,12.909
itgg,west,3,514.69
ithv,northeast,1,0.473941488
itld,west,4,6757.5
itlm,northeast,1,1.742995169
itly,south,1,0.851
itmj,south,1,13.693
itms,west,4,1578.213332
itnr,west,4,5402.2985
itnv,west,4,6237.5
itqd,midwest,2,34.965
itqi,south,3,221.473
itrf,west,4,2228.886665
itrw,south,1,0.254
itsq,west,4,5517.5
itth,west,4,5210.165
ittz,west,4,7595.0
itwa,south,1,0.751
ityt,south,3,305.425
itzp,midwest,2,24.256
iuar,south,1,2.78
iucj,south,1,2.112
iudx,south,3,458.568
iufd,west,4,3022.859995
iugk,northeast,3,259.133
iugs,west,4,5087.5
iugu,south,3,137.93
iuhx,west,4,2523.5525
iuif,south,3,155.878
iujp,south,1,0.799
iulz,midwest,3,521.752
iunk,west,4,4770.0
iuod,south,1,6.535
iurn,south,2,47.6292
iutj,west,4,5905.0
iuur,west,4,3507.5
iuvv,northeast,2,22.933
iuzs,west,4,7132.5
iuzt,midwest,1,9.806
ivcm,south,3,203.481
ivcv,south,1,5.809
ivdf,south,1,0.871
ivdr,midwest,1,4.921
ivfl,midwest,1,0.045873866
ivhx,south,2,87.137
ivjb,south,1,15.027
